pdv_code,lat,lon,demanda,frecuencia,sector,visitas,hora_inicio,hora_fin,cluster
968846,20.6256,-100.3978,1920,2,M92,x,,,8
968852,20.60602,-100.3965,1500,1,XC5,x,07:00,13:00,0
969353,20.56997,-100.3964,370,1,M87,x,,,2
981211,20.63419,-100.3983,560,1,M92,x,,,5
987782,20.55057,-100.38674,500,1,1D4,x,,,10
987787,20.55505,-100.3844,750,2,1D4,x,,,2
988760,20.64103,-100.4671,520,2,ZN9,x,,,0
989259,20.57760048,-100.4196014,470,1,M87,x,07:00,13:00,6
991236,20.58701,-100.4106,2000,2,M87,x,,,4
994628,20.68836,-100.5063,490,1,M79,x,,,10
995907,20.57511,-100.3732,330,1,ZN8,x,,,10
997209,20.61365,-100.4477,930,2,1D7,x,,,11
997841,20.56962,-100.4161,770,2,ZN6,x,,,8
999329,20.61422,-100.4342,1200,1,X11,x,,,7
999331,20.60936,-100.4329,330,1,X11,x,,,10
999480,20.5712,-100.3921,3360,2,M87,x,,,9
1002487,20.74146,-100.4532,770,1,M79,x,07:00,13:00,1
1006445,20.53474,-100.4056,3000,2,ZN6,x,,,6
1007254,20.66135,-100.473,540,2,ZN9,x,,,11
1007255,20.63431,-100.4737,180,2,XC6,x,,,0
1010184,20.62999,-100.4147,220,2,M81,x,,,4
1013180,20.60463,-100.4377,850,1,X11,x,,,4
1026360,20.74108,-100.4466,1100,1,M79,x,,,9
1033275,20.63904,-100.4527,1800,2,XC6,x,,,1
1035915,20.6266,-100.39545,510,2,M92,x,,,11
1054243,20.5902,-100.3797,360,1,ZN8,x,07:00,13:00,3
1054252,20.57138,-100.4199,2300,2,ZN6,100100,,,2
1060034,20.60524,-100.4021,440,2,XC5,x,,,8
1060114,20.60472,-100.3927,320,2,XC5,x,,,10
1061240,20.601127,-100.447848,600,1,1D7,x,,,5
1062451,20.62174,-100.461,880,2,1D7,x,,,5
1062767,20.64619,-100.4545,1800,1,ZN9,x,,,1
1063028,20.59205,-100.3876,690,1,ZN8,x,,,7
1063584,20.60507,-100.4058,360,2,XC5,x,,,3
1063834,20.5657,-100.388,350,1,1D4,x,,,8
1063835,20.58059,-100.3881,760,2,M87,x,,,9
1068054,20.6484,-100.40259,1000,2,M92,x,,,6
1068634,20.60258,-100.3889,730,1,XC5,x,,,10
1070248,20.63282,-100.4717,180,2,XC6,x,,,2
1071038,20.60569,-100.4239,980,2,X11,x,,,5
1071595,20.5596,-100.3838,1000,2,1D4,x,07:00,13:00,4
1071630,20.55842,-100.3745,480,2,1D4,x,,,9
1075352,20.5528,-100.38712,2100,1,1D4,x,,,6
1075353,20.55011,-100.3902,180,1,1D4,x,07:00,13:00,6
1075861,20.63199,-100.39915,290,2,M92,x,,,6
1077588,20.63284,-100.39529,550,2,M92,x,,,0
1077589,20.6104393,-100.4434967,390,1,1D7,x,,,2
1080924,20.62428,-100.4589,1600,2,1D7,x,,,2
1082356,20.62552,-100.4671,930,2,1D7,x,,,1
1082844,20.62698,-100.4564,1400,2,XC6,x,,,7
1083546,20.55038,-100.3894,1000,1,1D4,x,07:00,13:00,4
1084235,20.64466,-100.4733,1200,2,ZN9,x,,,7
1089516,20.5462,-100.4097,850,2,ZN6,10010,,,0
1089617,20.64598,-100.38891,710,2,M77,x,,,4
1094119,20.542962,-100.402917,640,1,ZN6,x,,,0
1095568,20.54125,-100.4041,1400,2,ZN6,x,,,12
1096822,20.65173,-100.39663,670,2,M77,x,,,0
1097399,20.82445,-100.4688,380,1,M79,x,,,0
1098749,20.63621,-100.4594,1500,2,XC6,x,,,12
1102983,20.62789,-100.4688,250,2,XC6,x,07:00,13:00,11
1102984,20.62627,-100.4732,370,2,XC6,x,07:00,13:00,3
1103097,20.60844,-100.4682,430,1,1D7,x,07:00,13:00,4
1103102,20.62088,-100.4702,300,2,1D7,x,,,4
1103103,20.65221,-100.4557,2000,1,ZN9,1000,,,7
1103190,20.64306,-100.4659,370,2,ZN9,x,,,4
1103228,20.65351,-100.4503,1120,2,ZN9,x,,,3
1103229,20.64161,-100.4758,490,2,ZN9,x,,,4
1103231,20.6274,-100.4702,180,2,XC6,x,07:00,13:00,3
1105698,20.55658,-100.3905,540,1,1D4,x,,,4
1116100,20.61202,-100.438,560,1,X11,x,,,4
1116443,20.58392,-100.3676,1700,2,ZN8,10010,,,6
1116454,20.53479958,-100.408699,550,2,ZN6,x,,,1
1116462,20.82609,-100.47,370,1,M79,x,,,8
1116694,20.64431,-100.4715,510,2,ZN9,x,,,0
1116706,20.63938,-100.4626,600,2,XC6,x,,,11
1116845,20.63977,-100.462,870,2,XC6,x,,,4
1116965,20.63614,-100.4584,220,2,XC6,x,,,3
1116967,20.63936,-100.4775,1300,2,XC6,x,,,3
1116968,20.64464,-100.4697,510,2,ZN9,x,,,3
1118459,20.65938,-100.34,350,1,M77,x,,,4
1119364,20.55882,-100.4025,240,2,1D4,x,07:00,13:00,4
1119719,20.55548,-100.4013,220,1,1D4,x,07:00,13:00,12
1119720,20.55904,-100.4023,260,2,1D4,x,07:00,13:00,0
1119914,20.58374,-100.3756,300,2,ZN8,x,07:00,13:00,0
1130203,20.56802,-100.3263,180,1,ZN8,x,,,6
1130205,20.5606,-100.3824,1000,2,1D4,x,07:00,13:00,8
1136256,20.57958,-100.384,1900,2,M87,x,,,8
1136563,20.60914,-100.3264,390,2,ZN8,x,,,6
1138938,20.54802,-100.4103,540,2,ZN6,10010,,,8
1147786,20.58459,-100.3751,190,1,ZN8,x,07:00,13:00,8
1147790,20.56011,-100.3787,870,2,1D4,x,07:00,13:00,0
1150776,20.59809,-100.4307,370,1,X11,x,,,8
1151424,20.62407,-100.477,440,2,1D7,x,07:00,13:00,6
1151426,20.63331,-100.4494,180,2,XC6,x,,,1
1151428,20.59855,-100.3783,840,1,ZN8,x,,,4
1152395,20.53342056,-100.40740204,480,2,ZN6,x,,,3
1154041,20.6161,-100.4136,1300,1,M81,x,,,8
1155736,20.59844,-100.4505,490,1,1D7,10,,,9
1156496,20.7387,-100.4475,420,1,M79,x,,,1
1162734,20.60936,-100.4255,1100,2,X11,x,,,11
1162866,20.63912,-100.465,500,2,XC6,x,,,9
1162867,20.63836,-100.464,610,2,XC6,x,,,3
1163181,20.56706,-100.3242,680,2,ZN8,x,,,3
1164753,20.56394,-100.3692,1100,2,ZN8,x,07:00,13:00,8
1166191,20.63797,-100.4091,3100,2,M92,x,,,8
1166199,20.5622,-100.392,250,2,1D4,x,,,2
1172210,20.63008,-100.39908,300,2,M92,x,,,6
1175157,20.65555,-100.33894,490,1,M77,x,,,2
1175158,20.65659,-100.3396,440,1,M77,x,,,12
1175380,20.65981,-100.5085,520,1,M79,x,,,12
1175381,20.66078,-100.5141,370,1,M79,x,,,4
1186362,20.62748,-100.40448,1100,2,M81,x,,,4
1190089,20.59305,-100.4485,860,2,1D7,x,,,2
1193325,20.59475,-100.426,610,2,X11,x,,,1
1193327,20.63585,-100.44861,1800,2,XC6,x,,,10
1193331,20.60428,-100.3952,560,2,XC5,x,07:00,13:00,3
1193332,20.6058,-100.3941,310,1,XC5,x,07:00,13:00,5
1193333,20.60437,-100.3951,230,1,XC5,x,07:00,13:00,5
1203779,20.5787,-100.3965,490,2,M87,x,,,5
1203781,20.57173,-100.3876,1600,1,M87,x,,,10
1204607,20.55889,-100.3783,620,2,1D4,x,07:00,13:00,6
1204618,20.62716,-100.403,180,2,M92,x,,,6
1205333,20.59488,-100.4277,1100,2,X11,x,,,5
1205334,20.61338,-100.4465,750,1,1D7,x,,,10
1205340,20.60714,-100.3973,190,1,XC5,x,07:00,13:00,7
1205355,20.63335,-100.3806,580,2,M92,x,,,5
1206097,20.65149,-100.39629,400,2,M77,x,,,12
1206559,20.62878,-100.41486,490,2,M81,x,,,6
1207048,20.63408,-100.45961,1500,2,XC6,x,,,12
1209669,20.5885,-100.3967,660,1,M87,x,,,9
1210089,20.63112,-100.3886,650,2,M92,x,,,3
1210527,20.64442,-100.38419,350,2,M77,x,,,10
1210548,20.65528,-100.3395,430,1,M77,x,,,2
1210549,20.6231,-100.40613,800,2,M81,x,,,12
1210944,20.67985,-100.452,1200,2,M79,x,,,12
1210946,20.67649,-100.4568,700,1,M79,x,,,5
1210950,20.65472,-100.47077,680,2,ZN9,x,,,3
1211175,20.7423,-100.4554,330,1,M79,x,07:00,13:00,11
1211177,20.74139,-100.4569,290,1,M79,x,07:00,13:00,4
1211226,20.62653,-100.4188,860,2,M81,x,,,11
1211407,20.66148,-100.4728,750,2,ZN9,x,,,11
1223011,20.58344,-100.3762,240,1,ZN8,x,,,9
1223051,20.62296,-100.404,790,4,M81,x,,,4
1223052,20.63819,-100.3917,470,2,M92,x,,,8
1223054,20.6432,-100.4667,480,2,ZN9,x,,,9
1223080,20.63143,-100.46334,430,2,XC6,x,,,2
1223083,20.63657,-100.39096,610,2,M92,x,,,3
1223086,20.63797,-100.40096,220,2,M92,x,,,7
1223090,20.63572,-100.4601,780,2,XC6,x,,,12
1223150,20.53509,-100.409,250,2,ZN6,x,,,2
1223181,20.66299,-100.5085,590,1,M79,x,,,3
1223189,20.73952,-100.4476,660,1,M79,x,,,0
1223192,20.61436,-100.4424,320,1,X11,x,,,4
1223200,20.69264,-100.5059,500,1,M79,x,,,11
1223219,20.64333,-100.4503,1600,2,ZN9,x,,,7
1223220,20.64325,-100.4515,720,2,ZN9,x,,,11
1223229,20.53248978,-100.41870117,690,2,ZN6,x,,,3
1223231,20.64123,-100.4521,1600,2,XC6,x,,,3
1223232,20.66132,-100.5129,1400,2,M79,x,,,0
1223277,20.59869,-100.4476,320,2,1D7,x,,,3
1223300,20.57275,-100.3969,1300,1,M87,x,,,4
1223303,20.61734,-100.4508,340,1,1D7,x,,,1
1244864,20.62586,-100.4538,1100,2,1D7,x,,,6
1245183,20.54281,-100.40253,870,2,ZN6,x,,,7
1245249,20.59619,-100.4141,550,1,XC5,x,,,7
1245260,20.56164,-100.37816,710,2,1D4,x,07:00,13:00,0
1245264,20.64251,-100.3842,1200,2,M77,x,,,10
1248783,20.62001,-100.4429,2700,2,1D7,x,,,6
1249004,20.55719,-100.3722,1800,2,1D4,x,07:00,13:00,12
1249480,20.65704,-100.3399,250,1,M77,x,,,7
1250399,20.6247,-100.4771,480,2,1D7,x,07:00,13:00,6
1250401,20.63872,-100.4589,840,2,XC6,x,,,12
1250402,20.62763,-100.4725,720,2,XC6,x,,,4
1250403,20.65231,-100.4506,1100,2,ZN9,x,,,3
1252893,20.56541,-100.3969,230,1,M87,x,07:00,13:00,4
1253588,20.62927,-100.4563,240,1,XC6,x,,,3
1253594,20.59604073,-100.4300003,380,1,X11,x,,,6
1253596,20.59532,-100.4305,360,2,X11,x,,,7
1256673,20.65817,-100.3412,280,1,M77,x,,,1
1256745,20.65144,-100.3394,2700,1,M77,x,,,1
1256762,20.62568,-100.4215,500,2,M81,x,,,12
1256764,20.56056,-100.3914,690,2,1D4,x,,,12
1256766,20.55891,-100.3801,2200,2,1D4,x,07:00,13:00,9
1256768,20.64712,-100.4557,400,2,ZN9,x,,,6
1256770,20.63531,-100.4666,660,2,XC6,x,,,6
1256771,20.63486,-100.4702,310,2,XC6,x,,,3
1259321,20.54724,-100.3856,1200,1,1D4,x,,,4
1261859,20.5555191,-100.4041977,900,1,ZN6,x,07:00,13:00,4
1277169,20.61168,-100.4392,1400,2,X11,x,,,0
1277170,20.61084,-100.4369,670,1,X11,x,,,0
1277171,20.59703,-100.4496,710,1,1D7,x,,,1
1277173,20.63512,-100.4686,3420,2,XC6,x,,,1
1277257,20.56690979,-100.3858032,480,1,1D4,x,,,1
1277268,20.59947,-100.4333,2700,2,X11,x,,,4
1277270,20.59272003,-100.4166031,570,2,XC5,x,,,1
1277282,20.5584,-100.4183,190,1,ZN6,x,,,10
1278443,20.62843,-100.4607,230,2,XC6,x,,,0
1278447,20.65507,-100.4671,1050,2,ZN9,x,,,7
1278453,20.66173,-100.4734,720,1,ZN9,x,,,3
1278454,20.66061,-100.47488,440,2,ZN9,x,,,4
1279041,20.65534,-100.4736,2300,2,ZN9,x,,,4
1284030,20.58604,-100.3929,2520,3,M87,x,,,4
1287597,20.62406,-100.4769,3000,2,1D7,x,07:00,13:00,10
1288611,20.63792,-100.3869,590,2,M92,x,,,4
1299998,20.54513,-100.3902,1900,2,1D4,100100,,,12
1299999,20.55108,-100.3927,250,1,1D4,x,,,0
1301216,20.62873,-100.4436,2800,2,XC6,x,,,0
1301217,20.62821,-100.4439,320,1,XC6,x,,,7
1301219,20.60585,-100.4503,2200,2,1D7,x,,,7
1303472,20.65891,-100.4544,1300,2,ZN9,x,,,7
1303477,20.58235,-100.3982,1900,2,M87,x,,,3
1311700,20.62496,-100.4091,500,1,M81,x,,,10
1312805,20.5506,-100.3899,240,1,1D4,x,07:00,13:00,9
1312819,20.70919,-100.4584,430,1,M79,x,,,0
1312823,20.60601,-100.3327,380,1,ZN8,x,,,11
1312828,20.61113,-100.3768,270,1,ZN8,x,07:00,13:00,8
1312829,20.60607,-100.3318,300,2,ZN8,x,,,8
1312834,20.71066,-100.45821,580,1,M79,x,,,8
1312850,20.70842,-100.4577,600,1,M79,x,,,11
1312856,20.59139,-100.3851,310,1,ZN8,x,,,11
1312866,20.63434,-100.4653,500,2,XC6,x,,,8
1312869,20.64406,-100.4495,940,1,ZN9,x,,,4
1312891,20.60983,-100.3257,320,1,ZN8,x,,,3
1312922,20.5998,-100.4071,550,1,XC5,x,,,8
1312925,20.82043,-100.4671,650,1,M79,x,,,5
1312928,20.61062,-100.3249,290,2,ZN8,x,,,11
1312929,20.59747,-100.4111,260,1,XC5,x,,,8
1312961,20.55658,-100.4037,350,2,ZN6,x,07:00,13:00,10
1312971,20.58963,-100.3781,380,1,ZN8,x,07:00,13:00,0
1312983,20.62703,-100.4225,250,2,M81,x,,,8
1312985,20.5572,-100.40319,210,2,1D4,x,07:00,13:00,9
1313000,20.65089,-100.4521,1100,1,ZN9,x,,,0
1313021,20.60351,-100.4287,790,2,X11,x,,,3
1313032,20.60198,-100.3671,670,2,ZN8,x,07:00,13:00,1
1313045,20.60583,-100.3928,290,1,XC5,x,07:00,13:00,8
1313050,20.65412,-100.3396,1100,1,M77,x,,,5
1313059,20.5657,-100.3993,290,1,M87,x,07:00,13:00,12
1313063,20.60755,-100.3949,260,1,XC5,x,07:00,13:00,10
1313102,20.76134,-100.4284,2300,2,M79,x,,,5
1313110,20.62176,-100.4421,230,1,1D7,x,,,11
1313122,20.55398,-100.3871,1400,2,1D4,x,,,7
1313128,20.57143,-100.3935,1300,2,M87,x,,,6
1313131,20.65236,-100.4524,260,1,ZN9,x,,,10
1313158,20.54889,-100.3907,180,1,1D4,x,07:00,13:00,3
1313175,20.54922,-100.3911,270,1,1D4,x,07:00,13:00,0
1313182,20.61246,-100.432,1300,2,X11,x,,,0
1313193,20.62824,-100.405,180,2,M81,x,,,9
1313204,20.62548,-100.3937,300,2,M92,x,,,2
1313211,20.5728,-100.3936,370,2,M87,x,,,5
1313236,20.59254,-100.4173,540,1,XC5,x,,,6
1313246,20.65275,-100.4566,230,1,ZN9,x,,,10
1313263,20.62916,-100.3846,1400,1,M92,x,,,3
1313312,20.59237,-100.3995,520,1,XC5,x,,,12
1313326,20.62363,-100.4455,380,1,1D7,x,,,5
1313356,20.62605,-100.4463,540,2,XC6,x,,,7
1313388,20.74132,-100.4406,180,1,M79,x,,,7
1313395,20.63494,-100.3998,420,1,M92,x,,,11
1313406,20.7438,-100.4405,350,1,M79,x,,,2
1313408,20.64902,-100.4455,1000,1,ZN9,x,,,11
1313418,20.74383,-100.4407,390,1,M79,x,,,3
1313422,20.59843,-100.4483,950,1,1D7,x,,,11
1313434,20.59431,-100.4468,260,2,1D7,x,,,1
1313439,20.59039,-100.3801,440,1,ZN8,x,07:00,13:00,1
1313482,20.59045,-100.3768,1100,2,ZN8,x,07:00,13:00,8
1313506,20.72641,-100.4415,1300,2,M79,x,,,8
1313530,20.73399,-100.4455,410,2,M79,x,,,11
1313549,20.61767,-100.4165,250,1,M81,x,,,11
1313571,20.6474,-100.4472,1500,1,ZN9,x,,,9
1313572,20.6166,-100.4165,240,1,M81,x,,,3
1313574,20.56157,-100.3919,470,1,1D4,x,,,9
1313601,20.64744,-100.4478,640,1,ZN9,x,,,6
1313634,20.60859,-100.3967,520,1,XC5,x,07:00,13:00,3
1313639,20.6149,-100.4188,250,2,M81,x,,,5
1313665,20.70864,-100.4591,700,1,M79,x,,,9
1313673,20.73815,-100.4407,210,1,M79,x,,,11
1313682,20.59215,-100.3859,200,1,ZN8,x,,,11
1313701,20.81894,-100.4658,450,1,M79,x,,,8
1313719,20.55835,-100.3898,800,2,1D4,x,,,11
1313733,20.58911,-100.3804,220,1,ZN8,x,07:00,13:00,6
1313742,20.5563,-100.37,2900,2,1D4,x,07:00,13:00,8
1313747,20.5557,-100.3915,290,1,1D4,x,,,6
1313776,20.62565,-100.4173,410,2,M81,x,,,0
1313828,20.61167,-100.4306,370,2,X11,x,,,9
1313848,20.6351,-100.4617,270,2,XC6,x,,,1
1313851,20.61104,-100.4287,590,1,X11,x,,,3
1313878,20.56337,-100.3823,1500,2,1D4,x,,,9
1313881,20.61856,-100.4521,240,1,1D7,x,,,6
1313905,20.6098,-100.439,1300,2,X11,x,,,7
1313906,20.60796,-100.3983,680,1,XC5,x,07:00,13:00,1
1313919,20.64909,-100.4553,380,2,ZN9,x,,,5
1313955,20.64849,-100.455,200,2,ZN9,x,07:00,13:00,3
1313959,20.59514,-100.4469,380,2,1D7,x,,,3
1313960,20.6002,-100.3966,1900,1,XC5,x,,,1
1313966,20.59069,-100.3835,690,1,ZN8,x,07:00,13:00,5
1313970,20.59617043,-100.4484024,210,1,1D7,x,,,8
1313982,20.60333,-100.4294,850,2,X11,x,,,1
1314011,20.53484,-100.4063,490,2,ZN6,x,,,9
1314030,20.61901,-100.4278,1400,1,M81,x,,,0
1314058,20.60239029,-100.4345017,820,1,X11,x,,,9
1314082,20.76119,-100.4316,450,1,M79,x,,,1
1314136,20.56463,-100.3848,1300,1,1D4,x,,,11
1314224,20.55392,-100.3914,600,2,1D4,x,,,6
1314228,20.65262,-100.3398,3500,2,M77,x,,,0
1314286,20.64593,-100.4589,880,2,ZN9,x,,,12
1314291,20.60422,-100.4396,690,2,X11,x,,,3
1314295,20.59266,-100.3986,730,1,XC5,x,,,1
1314309,20.6035,-100.4365,980,2,X11,x,,,5
1314311,20.60567,-100.3957,500,1,XC5,x,07:00,13:00,1
1314318,20.63393,-100.4714,200,2,XC6,x,,,5
1314361,20.64738,-100.4531,820,2,ZN9,x,,,4
1314369,20.6097908,-100.4402008,180,1,X11,x,,,3
1314378,20.63955,-100.4775,540,2,XC6,x,,,1
1314395,20.63649,-100.3997,550,2,M92,x,,,4
1314397,20.63279,-100.4696,360,2,XC6,x,,,2
1314420,20.62782,-100.4223,580,2,M81,x,,,4
1314430,20.7378,-100.4475,2100,2,M79,x,,,9
1314431,20.63561,-100.3971,240,2,M92,x,,,11
1314437,20.6414,-100.4615,1600,2,ZN9,x,,,2
1314449,20.82529,-100.4699,290,1,M79,x,,,3
1314461,20.64341,-100.4645,860,2,ZN9,x,,,11
1314505,20.57691,-100.3936,1000,2,M87,x,,,4
1314530,20.58666,-100.3969,370,1,M87,1,,,6
1314556,20.64692,-100.4643,420,2,ZN9,x,,,10
1314563,20.56164,-100.3973,180,2,1D4,x,07:00,13:00,4
1314587,20.65658,-100.3842,690,2,M77,x,,,6
1314588,20.66157,-100.5092,210,1,M79,x,,,12
1314600,20.708,-100.4584,450,1,M79,x,,,4
1314610,20.61792,-100.4745,440,2,1D7,x,,,11
1329293,20.60327,-100.3947,1000,3,XC5,x,07:00,13:00,7
1329297,20.60602,-100.3322,250,1,ZN8,x,,,5
1329310,20.59982,-100.3938,1500,1,XC5,x,,,8
1329311,20.60385,-100.3948,1000,1,XC5,x,07:00,13:00,5
1330228,20.58727,-100.4017,250,1,M87,x,,,5
1330284,20.62613,-100.4509,410,1,XC6,x,,,10
1330286,20.56201,-100.3925,1600,2,1D4,x,,,7
1330339,20.56428,-100.42,2800,2,ZN6,x,,,6
1330341,20.53378,-100.3962,320,1,ZN6,x,,,10
1330342,20.53269,-100.3923,520,2,ZN6,x,,,0
1330343,20.53049,-100.3921,180,1,ZN6,x,,,0
1330344,20.5505,-100.3933,700,2,1D4,x,,,0
1330345,20.55387,-100.4015,190,2,ZN6,x,,,0
1330346,20.53228,-100.3911,180,1,ZN6,x,,,0
1330349,20.61309,-100.4147,690,2,M81,x,,,0
1330350,20.62244,-100.4172,550,2,M81,x,,,9
1335717,20.55839,-100.3966,440,2,1D4,x,07:00,13:00,9
1335718,20.56766,-100.3917,1600,2,M87,x,,,6
1335723,20.54962,-100.3894,340,1,1D4,x,,,6
1335727,20.56425,-100.3941,210,1,M87,x,07:00,13:00,0
1335730,20.66384,-100.3746,1200,2,M77,x,,,6
1335739,20.64803,-100.3876,1700,2,M77,x,,,12
1335741,20.61106,-100.3323,240,2,ZN8,x,,,2
1335761,20.5536,-100.4,390,1,1D4,x,,,8
1335765,20.61442,-100.4136,330,2,M81,x,,,0
1335768,20.64981,-100.3776,270,2,M77,x,,,9
1340289,20.55134,-100.3782,910,2,1D4,x,07:00,13:00,12
1340291,20.55789,-100.3793,720,2,1D4,x,07:00,13:00,6
1340292,20.62161,-100.4109,350,2,M81,x,,,6
1340300,20.5506,-100.3791,290,1,1D4,x,07:00,13:00,9
1340310,20.53483,-100.4095,2700,2,ZN6,x,,,6
1340311,20.54834,-100.388,520,2,1D4,x,,,0
1340312,20.5316,-100.3913,360,1,ZN6,x,,,0
1343809,20.5514,-100.4017,440,2,ZN6,x,,,0
1343812,20.74784,-100.4512,580,1,M79,x,,,0
1343817,20.5998,-100.4334,1100,2,X11,x,,,11
1344085,20.7684,-100.4472,520,1,M79,x,,,1
1345817,20.55577,-100.395,190,1,1D4,x,07:00,13:00,11
1345818,20.55334,-100.3921,300,1,1D4,x,07:00,13:00,0
1345821,20.6091,-100.3986,200,1,XC5,x,07:00,13:00,0
1345822,20.60925,-100.4043,1700,1,XC5,x,,,5
1345828,20.77044,-100.4363,1000,1,M79,x,,,9
1356541,20.56138,-100.3824,1200,1,1D4,x,07:00,13:00,11
1356549,20.57823,-100.39195,560,2,M87,x,,,6
1356551,20.61442,-100.4459,1900,2,1D7,x,,,10
1356553,20.58813,-100.4114,760,1,M87,x,,,7
1356563,20.68991,-100.4784,1200,2,M79,x,,,10
1362422,20.55005,-100.3791,310,1,1D4,x,07:00,13:00,11
1362424,20.53766,-100.3975,410,1,ZN6,x,,,6
1362426,20.60685,-100.4053,710,1,XC5,x,07:00,13:00,0
1362427,20.6082,-100.4035,450,1,XC5,x,07:00,13:00,5
1362428,20.64827,-100.3966,830,2,M77,x,,,9
1362433,20.60771,-100.3962,180,1,XC5,x,07:00,13:00,2
1362439,20.60926,-100.3338,440,2,ZN8,x,,,5
1362440,20.63806,-100.4184,1800,2,M81,x,,,8
1362457,20.60401,-100.4416,300,1,X11,x,,,9
1362460,20.60836,-100.3947,600,1,XC5,x,07:00,13:00,1
1362510,20.65624,-100.3396,680,2,M77,x,,,5
1362515,20.62987,-100.3501,530,1,M77,x,,,12
1362527,20.76719,-100.4385,390,2,M79,x,,,8
